"","clusters"
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING",2754
"GOBP_POSITIVE_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT",2724
"GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT",2755
"GOBP_POSITIVE_REGULATION_OF_ENAMEL_MINERALIZATION",2756
"GOBP_POSITIVE_REGULATION_OF_ENDOCYTIC_RECYCLING",2757
"GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS",2758
"GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",2759
"GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",1486
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS",2760
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",1001
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS_BY_VEGF_ACTIVATED_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",2693
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT",2761
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION",2762
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MATRIX_ADHESION_VIA_FIBRONECTIN",1004
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",2763
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION",1006
"GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY",2764
"GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT",2765
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",2760
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION",2766
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",1719
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",2763
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION",1033
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS",1034
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING",2767
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",2768
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TUBE_FORMATION",2769
"GOBP_POSITIVE_REGULATION_OF_ERAD_PATHWAY",2770
"GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY",2771
"GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE",1053
"GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",2772
"GOBP_POSITIVE_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",2773
"GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION",2774
"GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION",2775
"GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE",2776
"GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",1796
"GOBP_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS",2777
"GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS",2778
"GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION",1122
"GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY",2779
"GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY",2780
"GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION",2781
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",2782
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND",2783
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",2784
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",2785
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS",2786
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",2786
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION",2785
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT",2787
"GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION",2788
"GOBP_POSITIVE_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY",2789
"GOBP_POSITIVE_REGULATION_OF_FEAR_RESPONSE",2790
"GOBP_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR",2631
"GOBP_POSITIVE_REGULATION_OF_FERTILIZATION",2791
"GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION",1162
"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS",1165
"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",2792
"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION",2793
"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION",1169
"GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY",1170
"GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY",2699
"GOBP_POSITIVE_REGULATION_OF_G0_TO_G1_TRANSITION",2794
"GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",2681
"GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION",2795
"GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION",2795
"GOBP_POSITIVE_REGULATION_OF_GAP_JUNCTION_ASSEMBLY",1214
"GOBP_POSITIVE_REGULATION_OF_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION",1218
"GOBP_POSITIVE_REGULATION_OF_GASTRULATION",2796
"GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION",789
"GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION",2797
"GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_MIGRATION",1728
"GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION",1240
"GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS",2798
"GOBP_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION",614
"GOBP_POSITIVE_REGULATION_OF_GLOMERULUS_DEVELOPMENT",2799
"GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS",2800
"GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT",1249
"GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS",2655
"GOBP_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT",1249
"GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_SECRETION",1256
"GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS",2801
"GOBP_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS",2802
"GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",2803
"GOBP_POSITIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT",2804
"GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION",1179
"GOBP_POSITIVE_REGULATION_OF_GONAD_DEVELOPMENT",2805
"GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS",2806
"GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION",2807
"GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION",1293
"GOBP_POSITIVE_REGULATION_OF_GROWTH",2735
"GOBP_POSITIVE_REGULATION_OF_GROWTH_HORMONE_SECRETION",1297
"GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY",40
"GOBP_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY",2808
"GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",2809
"GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT",2810
"GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_MATURATION",2811
"GOBP_POSITIVE_REGULATION_OF_HEART_GROWTH",2659
"GOBP_POSITIVE_REGULATION_OF_HEART_RATE",2636
"GOBP_POSITIVE_REGULATION_OF_HEART_RATE_BY_EPINEPHRINE_NOREPINEPHRINE",2638
"GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION",1162
"GOBP_POSITIVE_REGULATION_OF_HELICASE_ACTIVITY",2812
"GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION",2813
"GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION",2814
"GOBP_POSITIVE_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS",1323
"GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS",2815
"GOBP_POSITIVE_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION",1164
"GOBP_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION",1565
"GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",2816
"GOBP_POSITIVE_REGULATION_OF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE",1338
"GOBP_POSITIVE_REGULATION_OF_HIPPO_SIGNALING",2817
"GOBP_POSITIVE_REGULATION_OF_HISTONE_ACETYLATION",2818
"GOBP_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION",2819
"GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION",1351
"GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",2820
"GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS",2821
"GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS",2821
"GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION",2822
"GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",2823
"GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN",2824
"GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",2825
"GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY",2663
"GOBP_POSITIVE_REGULATION_OF_HYPERSENSITIVITY",2601
"GOBP_POSITIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION",1375
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",2826
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE",2827
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",2827
"GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION",2646
"GOBP_POSITIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY",1390
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",2828
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",2601
"GOBP_POSITIVE_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS",1404
"GOBP_POSITIVE_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS",1405
"GOBP_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",2829
"GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION",2822
"GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS",1408
"GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION",1410
"GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY",2830
"GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",1413
"GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",1414
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION",1417
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",1420
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION",1421
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",1424
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION",1426
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION",1427
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION",1429
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",1429
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION",1431
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",1434
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION",1438
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION",1439
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",1441
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",1442
"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",2831
"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",2832
"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY",2833
"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",2831
"GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",2617
"GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",2834
"GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE",2835
"GOBP_POSITIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",1486
"GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING",2646
"GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES",1498
"GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES",1499
"GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION",1500
"GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE",1501
"GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY",2836
"GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION",2765
"GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",2837
"GOBP_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT",2799
"GOBP_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM",1797
"GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY",2838
"GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY",1520
"GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS",1521
"GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION",1520
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL",1535
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",2839
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",1538
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",2701
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION",2778
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",2602
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",2701
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION",2840
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING",1543
"GOBP_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY",46
"GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS",2841
"GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS",2785
"GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY",2842
"GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION",2843
"GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS",2841
"GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE",2844
"GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT",2843
"GOBP_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",2845
"GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE",1338
"GOBP_POSITIVE_REGULATION_OF_LOCOMOTION",610
"GOBP_POSITIVE_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY",2846
"GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION",2847
"GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION",2848
"GOBP_POSITIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_ACTIVITY",2849
"GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY",36
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION",1538
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ANERGY",1592
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS",2839
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS",2850
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",2815
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",2602
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION",2851
"GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY",2625
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION",2852
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",1618
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION",1619
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",1175
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION",2853
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION",1618
"GOBP_POSITIVE_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION",1640
"GOBP_POSITIVE_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION",2854
"GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE",1655
"GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY",2855
"GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION",2856
"GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",2856
"GOBP_POSITIVE_REGULATION_OF_MAST_CELL_CHEMOTAXIS",1657
"GOBP_POSITIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION",2857
"GOBP_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE",2858
"GOBP_POSITIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION",2858
"GOBP_POSITIVE_REGULATION_OF_MELANOCYTE_DIFFERENTIATION",2736
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION",1753
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY",1764
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_POTENTIAL",2859
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS",2860
"GOBP_POSITIVE_REGULATION_OF_MEMORY_T_CELL_DIFFERENTIATION",1381
"GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION",1704
"GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_STEM_CELL_PROLIFERATION",1709
"GOBP_POSITIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY",2861
"GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY",2861
"GOBP_POSITIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE",2707
"GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS",1724
"GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_I_BIOSYNTHETIC_PROCESS",1725
"GOBP_POSITIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION",2862
"GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION",2863
"GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",2864
"GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS",1748
"GOBP_POSITIVE_REGULATION_OF_MIRNA_PROCESSING",2865
"GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION",1748
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION",1752
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION",1753
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION",1760
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY",1764
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL",2859
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",2866
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION",2867
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION",2868
"GOBP_POSITIVE_REGULATION_OF_MITOPHAGY",2626
"GOBP_POSITIVE_REGULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION",2486
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",2681
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",2681
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT",2680
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CYTOKINESIS",2869
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",2870
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",2871
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",2707
"GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION",2663
"GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT",2649
"GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT",2649
"GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION",1804
"GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS",2872
"GOBP_POSITIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION",2873
"GOBP_POSITIVE_REGULATION_OF_MONOCYTE_EXTRAVASATION",1806
"GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",2851
"GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY",2874
"GOBP_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM",2875
"GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING",2876
"GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",1822
"GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING",2877
"GOBP_POSITIVE_REGULATION_OF_MUCUS_SECRETION",2878
"GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",2879
"GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH",2880
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_ADAPTATION",2657
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS",2881
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION",2882
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION",2883
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY",2884
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT",2885
"GOBP_POSITIVE_REGULATION_OF_MYELINATION",2886
"GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS",1391
